y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
134.75,539,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,1.89,1.9,1.9,1.98,1.98,2.01,1.98,2.02,2.09,2.16,2.2,80.2,82,83,81,78.2,74.4,72.8,71.7,71.2,70.6,68.7,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,61906,64925,58367,57901,57308,51527,48472,53911,50055,42794,40406
133,532,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,1.79,1.89,1.9,1.9,1.98,1.98,2.01,1.98,2.02,2.09,2.16,77.1,80.2,82,83,81,78.2,74.4,72.8,71.7,71.2,71.3,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,60227,61906,64925,58367,57901,57308,51527,48472,53911,50055,42794
132,528,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,1.83,1.79,1.89,1.9,1.9,1.98,1.98,2.01,1.98,2.02,2.09,81.5,77.1,80.2,82,83,81,78.2,74.4,72.8,71.7,70.6,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,64671,60227,61906,64925,58367,57901,57308,51527,48472,53911,50055
125,500,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,1.79,1.83,1.79,1.89,1.9,1.9,1.98,1.98,2.01,1.98,2.02,83,81.5,77.1,80.2,82,83,81,78.2,74.4,72.8,71.2,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,66662,64671,60227,61906,64925,58367,57901,57308,51527,48472,53911
150.5,602,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,1.69,1.79,1.83,1.79,1.89,1.9,1.9,1.98,1.98,2.01,1.98,85.4,83,81.5,77.1,80.2,82,83,81,78.2,74.4,71.7,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,64984,66662,64671,60227,61906,64925,58367,57901,57308,51527,48472
149,596,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,3.4239,1.67,1.69,1.79,1.83,1.79,1.89,1.9,1.9,1.98,1.98,2.01,87.1,85.4,83,81.5,77.1,80.2,82,83,81,78.2,72.8,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,65403,64984,66662,64671,60227,61906,64925,58367,57901,57308,51527
148,592,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,3.275,1.69,1.67,1.69,1.79,1.83,1.79,1.89,1.9,1.9,1.98,1.98,86.1,87.1,85.4,83,81.5,77.1,80.2,82,83,81,74.4,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,1871033.049,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,3110.500566,62712,65403,64984,66662,64671,60227,61906,64925,58367,57901,57308
162.75,651,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,3.2091,1.58,1.69,1.67,1.69,1.79,1.83,1.79,1.89,1.9,1.9,1.98,83.3,86.1,87.1,85.4,83,81.5,77.1,80.2,82,83,78.2,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,1862559.566,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,3154.694205,62900,62712,65403,64984,66662,64671,60227,61906,64925,58367,57901
158.75,635,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,3.2558,1.62,1.58,1.69,1.67,1.69,1.79,1.83,1.79,1.89,1.9,1.9,84.8,83.3,86.1,87.1,85.4,83,81.5,77.1,80.2,82,81,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,1920555.314,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,3115.435751,65920,62900,62712,65403,64984,66662,64671,60227,61906,64925,58367
164,656,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,3.1852,1.56,1.62,1.58,1.69,1.67,1.69,1.79,1.83,1.79,1.89,1.9,86.6,84.8,83.3,86.1,87.1,85.4,83,81.5,77.1,80.2,83,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,1915794.371,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,3200.782371,70835,65920,62900,62712,65403,64984,66662,64671,60227,61906,64925
154.75,619,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,3.3414,1.51,1.56,1.62,1.58,1.69,1.67,1.69,1.79,1.83,1.79,1.89,89.6,86.6,84.8,83.3,86.1,87.1,85.4,83,81.5,77.1,82,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,1971358.606,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,3235.42158,74294,70835,65920,62900,62712,65403,64984,66662,64671,60227,61906
139.25,557,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,3.3517,1.51,1.51,1.56,1.62,1.58,1.69,1.67,1.69,1.79,1.83,1.79,91.6,89.6,86.6,84.8,83.3,86.1,87.1,85.4,83,81.5,80.2,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,2147208.529,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,3235.962619,74309,74294,70835,65920,62900,62712,65403,64984,66662,64671,60227
114.5,458,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,3.196,1.47,1.51,1.51,1.56,1.62,1.58,1.69,1.67,1.69,1.79,1.83,91.6,91.6,89.6,86.6,84.8,83.3,86.1,87.1,85.4,83,77.1,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,1926443.228,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,3031.22396,71971,74309,74294,70835,65920,62900,62712,65403,64984,66662,64671
99.5,398,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,3.1036,1.38,1.47,1.51,1.51,1.56,1.62,1.58,1.69,1.67,1.69,1.79,91.5,91.6,91.6,89.6,86.6,84.8,83.3,86.1,87.1,85.4,81.5,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,1966342.502,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,3009.087054,76402,71971,74309,74294,70835,65920,62900,62712,65403,64984,66662
99.75,399,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,3.1273,1.44,1.38,1.47,1.51,1.51,1.56,1.62,1.58,1.69,1.67,1.69,93.5,91.5,91.6,91.6,89.6,86.6,84.8,83.3,86.1,87.1,83,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,1913019.326,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,3299.775334,84913,76402,71971,74309,74294,70835,65920,62900,62712,65403,64984
104.25,417,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,3.1356,1.44,1.44,1.38,1.47,1.51,1.51,1.56,1.62,1.58,1.69,1.67,94.9,93.5,91.5,91.6,91.6,89.6,86.6,84.8,83.3,86.1,85.4,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,1924962.097,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,3159.819592,85354,84913,76402,71971,74309,74294,70835,65920,62900,62712,65403
122.25,489,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,3.2087,1.35,1.44,1.44,1.38,1.47,1.51,1.51,1.56,1.62,1.58,1.69,96.1,94.9,93.5,91.5,91.6,91.6,89.6,86.6,84.8,83.3,87.1,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,1915397.701,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,3231.668231,85366,85354,84913,76402,71971,74309,74294,70835,65920,62900,62712
127.75,511,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,3.2948,1.32,1.35,1.44,1.44,1.38,1.47,1.51,1.51,1.56,1.62,1.58,94.6,96.1,94.9,93.5,91.5,91.6,91.6,89.6,86.6,84.8,86.1,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,1959368.394,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,3183.531865,86116,85366,85354,84913,76402,71971,74309,74294,70835,65920,62900
129.25,517,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,3.2055,1.37,1.32,1.35,1.44,1.44,1.38,1.47,1.51,1.51,1.56,1.62,92.7,94.6,96.1,94.9,93.5,91.5,91.6,91.6,89.6,86.6,83.3,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,1956322.529,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,3216.551117,76754,86116,85366,85354,84913,76402,71971,74309,74294,70835,65920
137.25,549,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,3.1503,1.4,1.37,1.32,1.35,1.44,1.44,1.38,1.47,1.51,1.51,1.56,89,92.7,94.6,96.1,94.9,93.5,91.5,91.6,91.6,89.6,84.8,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,1933541.499,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,3257.147879,72763,76754,86116,85366,85354,84913,76402,71971,74309,74294,70835
130.75,523,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,3.1342,1.41,1.4,1.37,1.32,1.35,1.44,1.44,1.38,1.47,1.51,1.51,90.7,89,92.7,94.6,96.1,94.9,93.5,91.5,91.6,91.6,86.6,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,1962211.344,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,3186.085226,79220,72763,76754,86116,85366,85354,84913,76402,71971,74309,74294
136.25,545,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,3.1906,1.39,1.41,1.4,1.37,1.32,1.35,1.44,1.44,1.38,1.47,1.51,91.9,90.7,89,92.7,94.6,96.1,94.9,93.5,91.5,91.6,89.6,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,1950983.236,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,3321.226206,76678,79220,72763,76754,86116,85366,85354,84913,76402,71971,74309
135.25,541,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,3.2587,1.43,1.39,1.41,1.4,1.37,1.32,1.35,1.44,1.44,1.38,1.47,91.5,91.9,90.7,89,92.7,94.6,96.1,94.9,93.5,91.5,91.6,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,2033914.941,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,3346.452139,79342,76678,79220,72763,76754,86116,85366,85354,84913,76402,71971
123.25,493,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,3.2913,1.35,1.43,1.39,1.41,1.4,1.37,1.32,1.35,1.44,1.44,1.38,91.7,91.5,91.9,90.7,89,92.7,94.6,96.1,94.9,93.5,91.6,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,2231884.882,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,3359.591813,87424,79342,76678,79220,72763,76754,86116,85366,85354,84913,76402
110.75,443,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,3.21,1.33,1.35,1.43,1.39,1.41,1.4,1.37,1.32,1.35,1.44,1.44,95,91.7,91.5,91.9,90.7,89,92.7,94.6,96.1,94.9,91.5,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,2019017.356,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,3208.477971,89504,87424,79342,76678,79220,72763,76754,86116,85366,85354,84913
106.25,425,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,3.2409,1.29,1.33,1.35,1.43,1.39,1.41,1.4,1.37,1.32,1.35,1.44,94.8,95,91.7,91.5,91.9,90.7,89,92.7,94.6,96.1,93.5,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,2025627.939,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,3129.645982,87887,89504,87424,79342,76678,79220,72763,76754,86116,85366,85354
97.75,391,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,3.2786,1.37,1.29,1.33,1.35,1.43,1.39,1.41,1.4,1.37,1.32,1.35,98.1,94.8,95,91.7,91.5,91.9,90.7,89,92.7,94.6,94.9,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,2058257.743,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,3414.35256,97394,87887,89504,87424,79342,76678,79220,72763,76754,86116,85366
104.25,417,3.723,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,3.4069,1.34,1.37,1.29,1.33,1.35,1.43,1.39,1.41,1.4,1.37,1.32,97.9,98.1,94.8,95,91.7,91.5,91.9,90.7,89,92.7,96.1,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,2077455.402,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,3399.536726,95584,97394,87887,89504,87424,79342,76678,79220,72763,76754,86116
126.25,505,3.8459,3.723,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,3.6355,1.34,1.34,1.37,1.29,1.33,1.35,1.43,1.39,1.41,1.4,1.37,95.6,97.9,98.1,94.8,95,91.7,91.5,91.9,90.7,89,94.6,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,2066532.585,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,3244.452972,95415,95584,97394,87887,89504,87424,79342,76678,79220,72763,76754
120.25,481,3.8956,3.8459,3.723,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,3.7726,1.34,1.34,1.34,1.37,1.29,1.33,1.35,1.43,1.39,1.41,1.4,95.1,95.6,97.9,98.1,94.8,95,91.7,91.5,91.9,90.7,92.7,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,2057269.088,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,3347.905018,96353,95415,95584,97394,87887,89504,87424,79342,76678,79220,72763
140.75,563,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,3.8281,1.31,1.34,1.34,1.34,1.37,1.29,1.33,1.35,1.43,1.39,1.41,91.2,95.1,95.6,97.9,98.1,94.8,95,91.7,91.5,91.9,89,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,2040079.953,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,3386.730516,97030,96353,95415,95584,97394,87887,89504,87424,79342,76678,79220
139.25,557,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,3.786,3.7578,4.1159,3.9292,1.25,1.31,1.34,1.34,1.34,1.37,1.29,1.33,1.35,1.43,1.39,90.8,91.2,95.1,95.6,97.9,98.1,94.8,95,91.7,91.5,90.7,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,2092218.993,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,3427.426773,100967,97030,96353,95415,95584,97394,87887,89504,87424,79342,76678
130,520,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,3.786,3.7578,4.1159,1.25,1.25,1.31,1.34,1.34,1.34,1.37,1.29,1.33,1.35,1.43,92.6,90.8,91.2,95.1,95.6,97.9,98.1,94.8,95,91.7,91.9,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,2119070.601,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,3288.729461,101812,100967,97030,96353,95415,95584,97394,87887,89504,87424,79342
141.25,565,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,3.786,3.7578,1.28,1.25,1.25,1.31,1.34,1.34,1.34,1.37,1.29,1.33,1.35,94.1,92.6,90.8,91.2,95.1,95.6,97.9,98.1,94.8,95,91.5,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,2064856.245,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,3482.878848,101135,101812,100967,97030,96353,95415,95584,97394,87887,89504,87424
120,480,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,3.786,1.22,1.28,1.25,1.25,1.31,1.34,1.34,1.34,1.37,1.29,1.33,95,94.1,92.6,90.8,91.2,95.1,95.6,97.9,98.1,94.8,91.7,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,2143338.793,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,3460.919553,104745,101135,101812,100967,97030,96353,95415,95584,97394,87887,89504
110.75,443,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,3.8844,1.18,1.22,1.28,1.25,1.25,1.31,1.34,1.34,1.34,1.37,1.29,94.6,95,94.1,92.6,90.8,91.2,95.1,95.6,97.9,98.1,95,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,2335209.421,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,3414.651904,107220,104745,101135,101812,100967,97030,96353,95415,95584,97394,87887
100.25,401,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,3.7411,1.18,1.18,1.22,1.28,1.25,1.25,1.31,1.34,1.34,1.34,1.37,95.7,94.6,95,94.1,92.6,90.8,91.2,95.1,95.6,97.9,94.8,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,2118510.688,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,3285.675891,108233,107220,104745,101135,101812,100967,97030,96353,95415,95584,97394
88.5,354,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,3.723,1.11,1.18,1.18,1.22,1.28,1.25,1.25,1.31,1.34,1.34,1.34,96,95.7,94.6,95,94.1,92.6,90.8,91.2,95.1,95.6,98.1,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,2133573.79,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,3265.465934,115645,108233,107220,104745,101135,101812,100967,97030,96353,95415,95584
82,328,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,3.8459,1.24,1.11,1.18,1.18,1.22,1.28,1.25,1.25,1.31,1.34,1.34,98.7,96,95.7,94.6,95,94.1,92.6,90.8,91.2,95.1,97.9,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,2130049.715,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,3396.254445,113761,115645,108233,107220,104745,101135,101812,100967,97030,96353,95415
78.75,315,4.3404,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,3.8956,1.18,1.24,1.11,1.18,1.18,1.22,1.28,1.25,1.25,1.31,1.34,99,98.7,96,95.7,94.6,95,94.1,92.6,90.8,91.2,95.6,2272720.154,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,2113601.266,3437.792748,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,3448.780803,104172,113761,115645,108233,107220,104745,101135,101812,100967,97030,96353
77.75,311,4.8832,4.3404,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,4.0009,1.17,1.18,1.24,1.11,1.18,1.18,1.22,1.28,1.25,1.25,1.31,90.4,99,98.7,96,95.7,94.6,95,94.1,92.6,90.8,95.1,2415468.004,2272720.154,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,2089004.385,3535.108352,3437.792748,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,3458.936302,73020,104172,113761,115645,108233,107220,104745,101135,101812,100967,97030
68.75,275,5.325,4.8832,4.3404,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,3.8582,1.07,1.17,1.18,1.24,1.11,1.18,1.18,1.22,1.28,1.25,1.25,57.4,90.4,99,98.7,96,95.7,94.6,95,94.1,92.6,91.2,2616428.27,2415468.004,2272720.154,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,2117331.353,3160.418055,3535.108352,3437.792748,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,3355.718462,80506,73020,104172,113761,115645,108233,107220,104745,101135,101812,100967
82.5,330,5.6429,5.325,4.8832,4.3404,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,3.7787,0.98,1.07,1.17,1.18,1.24,1.11,1.18,1.18,1.22,1.28,1.25,62.2,57.4,90.4,99,98.7,96,95.7,94.6,95,94.1,90.8,2800959.024,2616428.27,2415468.004,2272720.154,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,2091820.587,3223.422165,3160.418055,3535.108352,3437.792748,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,3548.439378,87403,80506,73020,104172,113761,115645,108233,107220,104745,101135,101812
89.25,357,5.196,5.6429,5.325,4.8832,4.3404,4.1489,4.1089,4.1547,4.0864,4.1209,4.0194,0.91,0.98,1.07,1.17,1.18,1.24,1.11,1.18,1.18,1.22,1.28,74.1,62.2,57.4,90.4,99,98.7,96,95.7,94.6,95,92.6,2966913.922,2800959.024,2616428.27,2415468.004,2272720.154,2246128.155,2488725.864,2272678.803,2142779.365,2175601.903,2114713.733,3382.695,3223.422165,3160.418055,3535.108352,3437.792748,3417.456554,3545.827126,3575.256503,3649.094479,3475.761199,3532.976765,95056,87403,80506,73020,104172,113761,115645,108233,107220,104745,101135
